local_id,name,canonical_name,category_name,status,problem,page_url,inventory_image_url,world_image_url,color_image_url,inventory_image_path,world_image_path,color_image_path,internal_item_id,internal_tile_id
152,Lava Moss,lava moss,Grown,problem,missing_inventory_image_and_world_image,https://terraria.wiki.gg/wiki/Lava_Moss,,,,,,,4349,179
153,Poo,poo,Other Found,ok,,https://terraria.wiki.gg/wiki/Poo,https://terraria.wiki.gg/images/Poo.png?3d918e,https://terraria.wiki.gg/images/Poo_%28placed%29.png?43e35d,https://terraria.wiki.gg/images/Poo_%28placed%29.png?43e35d,images\inventory\153_poo_inventory.png,images\world\153_poo_world.png,images\color\153_poo_color.png,5395,666
154,Rainbow Boulder,rainbow boulder,Trap Blocks,ok,,https://terraria.wiki.gg/wiki/Rainbow_Boulder,https://terraria.wiki.gg/images/Rainbow_Boulder.png?32fe71,https://terraria.wiki.gg/images/Rainbow_Boulder_%28placed%29.png?e96520,https://terraria.wiki.gg/images/Rainbow_Boulder_%28placed%29.png?e96520,images\inventory\154_rainbow_boulder_inventory.png,images\world\154_rainbow_boulder_world.png,images\color\154_rainbow_boulder_color.png,5514,711
155,Adamantite Ore,adamantite ore,Ore,ok,,https://terraria.wiki.gg/wiki/Adamantite_Ore,https://terraria.wiki.gg/images/Adamantite_Ore.png?925e30,https://terraria.wiki.gg/images/Adamantite_Ore_%28placed%29.png?6e9d23,https://terraria.wiki.gg/images/Adamantite_Ore_%28placed%29.png?6e9d23,images\inventory\155_adamantite_ore_inventory.png,images\world\155_adamantite_ore_world.png,images\color\155_adamantite_ore_color.png,366,111
156,Crimtane Brick,crimtane brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Crimtane_Brick,https://terraria.wiki.gg/images/Crimtane_Brick.png?9372ac,https://terraria.wiki.gg/images/Crimtane_Brick_%28placed%29.png?3a1cb0,https://terraria.wiki.gg/images/Crimtane_Brick_%28placed%29.png?3a1cb0,images\inventory\156_crimtane_brick_inventory.png,images\world\156_crimtane_brick_world.png,images\color\156_crimtane_brick_color.png,2793,347
157,Yellow Stucco,yellow stucco,Other Crafted,problem,missing_world_image,https://terraria.wiki.gg/wiki/Yellow_Stucco,https://terraria.wiki.gg/images/Yellow_Stucco.png?9cb75a,,,images\inventory\157_yellow_stucco_inventory.png,,,611,153
158,Cog,cog,Purchased,ok,,https://terraria.wiki.gg/wiki/Cog,https://terraria.wiki.gg/images/Cog.png?70c88a,https://terraria.wiki.gg/images/Cog_%28placed%29.gif?79f6f3,https://terraria.wiki.gg/images/Cog_%28placed%29.gif?79f6f3,images\inventory\158_cog_inventory.png,images\world\158_cog_world.gif,images\color\158_cog_color.gif,1344,272
159,Desert Fossil,desert fossil,Soil,ok,,https://terraria.wiki.gg/wiki/Desert_Fossil,https://terraria.wiki.gg/images/Desert_Fossil.png?a9b1cc,https://terraria.wiki.gg/images/Desert_Fossil_%28placed%29.png?a2acfe,https://terraria.wiki.gg/images/Desert_Fossil_%28placed%29.png?a2acfe,images\inventory\159_desert_fossil_inventory.png,images\world\159_desert_fossil_world.png,images\color\159_desert_fossil_color.png,3347,404
160,Krypton Moss,krypton moss,Grown,problem,missing_inventory_image_and_world_image,https://terraria.wiki.gg/wiki/Krypton_Moss,,,,,,,4349,179
161,Poo Boulder,poo boulder,Trap Blocks,ok,,https://terraria.wiki.gg/wiki/Poo_Boulder,https://terraria.wiki.gg/images/Poo_Boulder.png?c52c5d,https://terraria.wiki.gg/images/Poo_Boulder_%28placed%29.png?7ec0f2,https://terraria.wiki.gg/images/Poo_Boulder_%28placed%29.png?7ec0f2,images\inventory\161_poo_boulder_inventory.png,images\world\161_poo_boulder_world.png,images\color\161_poo_boulder_color.png,5516,712
162,Titanium Ore,titanium ore,Ore,ok,,https://terraria.wiki.gg/wiki/Titanium_Ore,https://terraria.wiki.gg/images/Titanium_Ore.png?2c5025,https://terraria.wiki.gg/images/Titanium_Ore_%28placed%29.png?de3fa1,https://terraria.wiki.gg/images/Titanium_Ore_%28placed%29.png?de3fa1,images\inventory\162_titanium_ore_inventory.png,images\world\162_titanium_ore_world.png,images\color\162_titanium_ore_color.png,1106,223
163,Meteorite Brick,meteorite brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Meteorite_Brick,https://terraria.wiki.gg/images/Meteorite_Brick.png?3ddbce,https://terraria.wiki.gg/images/Meteorite_Brick_%28placed%29.png?ca1173,https://terraria.wiki.gg/images/Meteorite_Brick_%28placed%29.png?ca1173,images\inventory\163_meteorite_brick_inventory.png,images\world\163_meteorite_brick_world.png,images\color\163_meteorite_brick_color.png,3100,370
164,Green Stucco,green stucco,Other Crafted,problem,missing_world_image,https://terraria.wiki.gg/wiki/Green_Stucco,https://terraria.wiki.gg/images/Green_Stucco.png?ebbe43,,,images\inventory\164_green_stucco_inventory.png,,,611,153
165,Silly Pink Balloon,silly pink balloon,Purchased,problem,missing_world_image,https://terraria.wiki.gg/wiki/Silly_Pink_Balloon,https://terraria.wiki.gg/images/Silly_Pink_Balloon.png?284b03,,,images\inventory\165_silly_pink_balloon_inventory.png,,,3736,446
166,Clay Block,clay block,Soil,ok,,https://terraria.wiki.gg/wiki/Clay_Block,https://terraria.wiki.gg/images/Clay_Block.png?782c00,https://terraria.wiki.gg/images/Clay_Block_%28placed%29.png?717f16,https://terraria.wiki.gg/images/Clay_Block_%28placed%29.png?717f16,images\inventory\166_clay_block_inventory.png,images\world\166_clay_block_world.png,images\color\166_clay_block_color.png,133,40
167,Xenon Moss,xenon moss,Grown,problem,missing_inventory_image_and_world_image,https://terraria.wiki.gg/wiki/Xenon_Moss,,,,,,,4349,179
168,Lava Boulder,lava boulder,Trap Blocks,ok,,https://terraria.wiki.gg/wiki/Lava_Boulder,https://terraria.wiki.gg/images/Lava_Boulder.png?7d0688,https://terraria.wiki.gg/images/Lava_Boulder_%28placed%29.png?b3385e,https://terraria.wiki.gg/images/Lava_Boulder_%28placed%29.png?b3385e,images\inventory\168_lava_boulder_inventory.png,images\world\168_lava_boulder_world.png,images\color\168_lava_boulder_color.png,5520,713
169,Chlorophyte Ore,chlorophyte ore,Ore,ok,,https://terraria.wiki.gg/wiki/Chlorophyte_Ore,https://terraria.wiki.gg/images/Chlorophyte_Ore.png?d80ee0,https://terraria.wiki.gg/images/Chlorophyte_Ore_%28placed%29.png?9f564a,https://terraria.wiki.gg/images/Chlorophyte_Ore_%28placed%29.png?9f564a,images\inventory\169_chlorophyte_ore_inventory.png,images\world\169_chlorophyte_ore_world.png,images\color\169_chlorophyte_ore_color.png,947,211
170,Obsidian Brick,obsidian brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Obsidian_Brick,https://terraria.wiki.gg/images/Obsidian_Brick.png?d58fa3,https://terraria.wiki.gg/images/Obsidian_Brick_%28placed%29.png?adf51e,https://terraria.wiki.gg/images/Obsidian_Brick_%28placed%29.png?adf51e,images\inventory\170_obsidian_brick_inventory.png,images\world\170_obsidian_brick_world.png,images\color\170_obsidian_brick_color.png,192,75
171,Gray Stucco,gray stucco,Other Crafted,problem,missing_world_image,https://terraria.wiki.gg/wiki/Gray_Stucco,https://terraria.wiki.gg/images/Gray_Stucco.png?552c5a,,,images\inventory\171_gray_stucco_inventory.png,,,611,153
172,Silly Green Balloon,silly green balloon,Purchased,problem,missing_world_image,https://terraria.wiki.gg/wiki/Silly_Green_Balloon,https://terraria.wiki.gg/images/Silly_Green_Balloon.png?3502ec,,,images\inventory\172_silly_green_balloon_inventory.png,,,3736,446
173,Mud Block,mud block,Soil,ok,,https://terraria.wiki.gg/wiki/Mud_Block,https://terraria.wiki.gg/images/Mud_Block.png?bfefa8,https://terraria.wiki.gg/images/Mud_Block_%28placed%29.png?5d98cc,https://terraria.wiki.gg/images/Mud_Block_%28placed%29.png?5d98cc,images\inventory\173_mud_block_inventory.png,images\world\173_mud_block_world.png,images\color\173_mud_block_color.png,176,59
174,Argon Moss,argon moss,Grown,problem,missing_inventory_image_and_world_image,https://terraria.wiki.gg/wiki/Argon_Moss,,,,,,,4349,179
175,Spider Boulder,spider boulder,Trap Blocks,ok,,https://terraria.wiki.gg/wiki/Spider_Boulder,https://terraria.wiki.gg/images/Spider_Boulder.png?a8a756,https://terraria.wiki.gg/images/Spider_Boulder_%28placed%29.png?be4e45,https://terraria.wiki.gg/images/Spider_Boulder_%28placed%29.png?be4e45,images\inventory\175_spider_boulder_inventory.png,images\world\175_spider_boulder_world.png,images\color\175_spider_boulder_color.png,5521,714
176,Luminite,luminite,Ore,ok,,https://terraria.wiki.gg/wiki/Luminite,https://terraria.wiki.gg/images/Luminite.png?afcacf,https://terraria.wiki.gg/images/Luminite_%28placed%29.png?fc60aa,https://terraria.wiki.gg/images/Luminite_%28placed%29.png?fc60aa,images\inventory\176_luminite_inventory.png,images\world\176_luminite_world.png,images\color\176_luminite_color.png,3460,408
177,Hellstone Brick,hellstone brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Hellstone_Brick,https://terraria.wiki.gg/images/Hellstone_Brick.png?4f9b10,https://terraria.wiki.gg/images/Hellstone_Brick_%28placed%29.png?e4780d,https://terraria.wiki.gg/images/Hellstone_Brick_%28placed%29.png?e4780d,images\inventory\177_hellstone_brick_inventory.png,images\world\177_hellstone_brick_world.png,images\color\177_hellstone_brick_color.png,214,76
178,Sandstone Slab,sandstone slab,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Sandstone_Slab,https://terraria.wiki.gg/images/Sandstone_Slab.png?39293b,https://terraria.wiki.gg/images/Sandstone_Slab_%28placed%29.png?2a5831,https://terraria.wiki.gg/images/Sandstone_Slab_%28placed%29.png?2a5831,images\inventory\178_sandstone_slab_inventory.png,images\world\178_sandstone_slab_world.png,images\color\178_sandstone_slab_color.png,2120,274
179,Silly Purple Balloon,silly purple balloon,Purchased,problem,missing_world_image,https://terraria.wiki.gg/wiki/Silly_Purple_Balloon,https://terraria.wiki.gg/images/Silly_Purple_Balloon.png?cad3b5,,,images\inventory\179_silly_purple_balloon_inventory.png,,,3736,446
180,Ash Block,ash block,Soil,ok,,https://terraria.wiki.gg/wiki/Ash_Block,https://terraria.wiki.gg/images/Ash_Block.png?83992e,https://terraria.wiki.gg/images/Ash_Block_%28placed%29.png?3ccf44,https://terraria.wiki.gg/images/Ash_Block_%28placed%29.png?3ccf44,images\inventory\180_ash_block_inventory.png,images\world\180_ash_block_world.png,images\color\180_ash_block_color.png,172,57
181,Neon Moss,neon moss,Grown,problem,missing_inventory_image_and_world_image,https://terraria.wiki.gg/wiki/Neon_Moss,,,,,,,4349,179
182,Ghoulder,ghoulder,Trap Blocks,ok,,https://terraria.wiki.gg/wiki/Ghoulder,https://terraria.wiki.gg/images/Ghoulder.png?aecba1,https://terraria.wiki.gg/images/Ghoulder_%28placed%29.png?135abf,https://terraria.wiki.gg/images/Ghoulder_%28placed%29.png?135abf,images\inventory\182_ghoulder_inventory.png,images\world\182_ghoulder_world.png,images\color\182_ghoulder_color.png,5522,715
183,Copper Bar,copper bar,Ore,ok,,https://terraria.wiki.gg/wiki/Copper_Bar,https://terraria.wiki.gg/images/Copper_Bar.png?4f3274,https://terraria.wiki.gg/images/Copper_Bar_%28placed%29.png?7f18d7,https://terraria.wiki.gg/images/Copper_Bar_%28placed%29.png?7f18d7,images\inventory\183_copper_bar_inventory.png,images\world\183_copper_bar_world.png,images\color\183_copper_bar_color.png,20,239
184,Pearlstone Brick,pearlstone brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Pearlstone_Brick,https://terraria.wiki.gg/images/Pearlstone_Brick.png?b3d9c3,https://terraria.wiki.gg/images/Pearlstone_Brick_%28placed%29.png?2256c8,https://terraria.wiki.gg/images/Pearlstone_Brick_%28placed%29.png?2256c8,images\inventory\184_pearlstone_brick_inventory.png,images\world\184_pearlstone_brick_world.png,images\color\184_pearlstone_brick_color.png,412,118
185,Stone Slab,stone slab,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Stone_Slab,https://terraria.wiki.gg/images/Stone_Slab.png?ceac4b,https://terraria.wiki.gg/images/Stone_Slab_%28placed%29.png?95ed9f,https://terraria.wiki.gg/images/Stone_Slab_%28placed%29.png?95ed9f,images\inventory\185_stone_slab_inventory.png,images\world\185_stone_slab_world.png,images\color\185_stone_slab_color.png,2119,273
186,Echo Block,echo block,Purchased,ok,,https://terraria.wiki.gg/wiki/Echo_Block,https://terraria.wiki.gg/images/Echo_Block.png?3094db,https://terraria.wiki.gg/images/Echo_Block_%28placed%29.png?a455e7,https://terraria.wiki.gg/images/Echo_Block_%28placed%29.png?a455e7,images\inventory\186_echo_block_inventory.png,images\world\186_echo_block_world.png,images\color\186_echo_block_color.png,4392,541
187,Silt Block,silt block,Soil,ok,,https://terraria.wiki.gg/wiki/Silt_Block,https://terraria.wiki.gg/images/Silt_Block.png?297a9d,https://terraria.wiki.gg/images/Silt_Block_%28placed%29.png?b7e1d4,https://terraria.wiki.gg/images/Silt_Block_%28placed%29.png?b7e1d4,images\inventory\187_silt_block_inventory.png,images\world\187_silt_block_world.png,images\color\187_silt_block_color.png,424,123
188,Helium Moss,helium moss,Grown,problem,missing_inventory_image_and_world_image,https://terraria.wiki.gg/wiki/Helium_Moss,,,,,,,4349,179
189,Sharp Spike Block,sharp spike block,Trap Blocks,ok,,https://terraria.wiki.gg/wiki/Sharp_Spike_Block,https://terraria.wiki.gg/images/Sharp_Spike_Block.png?1f0793,https://terraria.wiki.gg/images/Sharp_Spike_Block_%28placed%29.png?1acc4b,https://terraria.wiki.gg/images/Sharp_Spike_Block_%28placed%29.png?1acc4b,images\inventory\189_sharp_spike_block_inventory.png,images\world\189_sharp_spike_block_world.png,images\color\189_sharp_spike_block_color.png,6134,750
190,Tin Bar,tin bar,Ore,ok,,https://terraria.wiki.gg/wiki/Tin_Bar,https://terraria.wiki.gg/images/Tin_Bar.png?1246a4,https://terraria.wiki.gg/images/Tin_Bar_%28placed%29.png?d3b2ec,https://terraria.wiki.gg/images/Tin_Bar_%28placed%29.png?d3b2ec,images\inventory\190_tin_bar_inventory.png,images\world\190_tin_bar_world.png,images\color\190_tin_bar_color.png,703,239
191,Cobalt Brick,cobalt brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Cobalt_Brick,https://terraria.wiki.gg/images/Cobalt_Brick.png?d1011a,https://terraria.wiki.gg/images/Cobalt_Brick_%28placed%29.png?12261e,https://terraria.wiki.gg/images/Cobalt_Brick_%28placed%29.png?12261e,images\inventory\191_cobalt_brick_inventory.png,images\world\191_cobalt_brick_world.png,images\color\191_cobalt_brick_color.png,415,121
192,Stone Accent Slab,stone accent slab,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Stone_Accent_Slab,https://terraria.wiki.gg/images/Stone_Slab.png?ceac4b,https://terraria.wiki.gg/images/Stone_Slab_%28placed%29.png?95ed9f,https://terraria.wiki.gg/images/Stone_Slab_%28placed%29.png?95ed9f,images\inventory\192_stone_accent_slab_inventory.png,images\world\192_stone_accent_slab_world.png,images\color\192_stone_accent_slab_color.png,4962,618
193,Toybreaker Brick,toybreaker brick,Purchased,ok,,https://terraria.wiki.gg/wiki/Toybreaker_Brick,https://terraria.wiki.gg/images/Toybreaker_Brick.png?d265bc,https://terraria.wiki.gg/images/Toybreaker_Brick_%28placed%29.png?dfc870,https://terraria.wiki.gg/images/Toybreaker_Brick_%28placed%29.png?dfc870,images\inventory\193_toybreaker_brick_inventory.png,images\world\193_toybreaker_brick_world.png,images\color\193_toybreaker_brick_color.png,5928,740
194,Snow Block,snow block,Soil,problem,missing_inventory_image_and_world_image,https://terraria.wiki.gg/wiki/Snow_Block,,,,,,,593,147
195,Iron Bar,iron bar,Ore,ok,,https://terraria.wiki.gg/wiki/Iron_Bar,https://terraria.wiki.gg/images/Iron_Bar.png?c3e481,https://terraria.wiki.gg/images/Iron_Bar_%28placed%29.png?fcc3a0,https://terraria.wiki.gg/images/Iron_Bar_%28placed%29.png?fcc3a0,images\inventory\195_iron_bar_inventory.png,images\world\195_iron_bar_world.png,images\color\195_iron_bar_color.png,22,239
196,Mythril Brick,mythril brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Mythril_Brick,https://terraria.wiki.gg/images/Mythril_Brick.png?7c4ff4,https://terraria.wiki.gg/images/Mythril_Brick_%28placed%29.png?ee2628,https://terraria.wiki.gg/images/Mythril_Brick_%28placed%29.png?ee2628,images\inventory\196_mythril_brick_inventory.png,images\world\196_mythril_brick_world.png,images\color\196_mythril_brick_color.png,416,122
197,Smooth Granite Block,smooth granite block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Smooth_Granite_Block,https://terraria.wiki.gg/images/Smooth_Granite_Block.png?b629ed,https://terraria.wiki.gg/images/Smooth_Granite_Block_%28placed%29.png?429270,https://terraria.wiki.gg/images/Smooth_Granite_Block_%28placed%29.png?429270,images\inventory\197_smooth_granite_block_inventory.png,images\world\197_smooth_granite_block_world.png,images\color\197_smooth_granite_block_color.png,3087,369
198,Ice Block,ice block,Soil,problem,missing_world_image,https://terraria.wiki.gg/wiki/Ice_Block,https://terraria.wiki.gg/images/Ice_Block.png?4441cf,,,images\inventory\198_ice_block_inventory.png,,,664,161
199,Lead Bar,lead bar,Ore,ok,,https://terraria.wiki.gg/wiki/Lead_Bar,https://terraria.wiki.gg/images/Lead_Bar.png?517beb,https://terraria.wiki.gg/images/Lead_Bar_%28placed%29.png?f48824,https://terraria.wiki.gg/images/Lead_Bar_%28placed%29.png?f48824,images\inventory\199_lead_bar_inventory.png,images\world\199_lead_bar_world.png,images\color\199_lead_bar_color.png,704,239
200,Hallowed Brick,hallowed brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Hallowed_Brick,https://terraria.wiki.gg/images/Hallowed_Brick.png?78facf,https://terraria.wiki.gg/images/Hallowed_Brick_%28placed%29.png?219d5a,https://terraria.wiki.gg/images/Hallowed_Brick_%28placed%29.png?219d5a,images\inventory\200_hallowed_brick_inventory.png,images\world\200_hallowed_brick_world.png,images\color\200_hallowed_brick_color.png,5733,735
201,Smooth Marble Block,smooth marble block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Smooth_Marble_Block,https://terraria.wiki.gg/images/Smooth_Marble_Block.png?3748c2,https://terraria.wiki.gg/images/Smooth_Marble_Block_%28placed%29.png?3eb727,https://terraria.wiki.gg/images/Smooth_Marble_Block_%28placed%29.png?3eb727,images\inventory\201_smooth_marble_block_inventory.png,images\world\201_smooth_marble_block_world.png,images\color\201_smooth_marble_block_color.png,3066,357
202,Purple Ice Block,purple ice block,Soil,problem,missing_world_image,https://terraria.wiki.gg/wiki/Purple_Ice_Block,https://terraria.wiki.gg/images/Purple_Ice_Block.png?60655a,,,images\inventory\202_purple_ice_block_inventory.png,,,664,161
203,Silver Bar,silver bar,Ore,ok,,https://terraria.wiki.gg/wiki/Silver_Bar,https://terraria.wiki.gg/images/Silver_Bar.png?8368cc,https://terraria.wiki.gg/images/Silver_Bar_%28placed%29.png?285f20,https://terraria.wiki.gg/images/Silver_Bar_%28placed%29.png?285f20,images\inventory\203_silver_bar_inventory.png,images\world\203_silver_bar_world.png,images\color\203_silver_bar_color.png,21,239
204,Chlorophyte Brick,chlorophyte brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Chlorophyte_Brick,https://terraria.wiki.gg/images/Chlorophyte_Brick.png?a1533f,https://terraria.wiki.gg/images/Chlorophyte_Brick_%28placed%29.png?439603,https://terraria.wiki.gg/images/Chlorophyte_Brick_%28placed%29.png?439603,images\inventory\204_chlorophyte_brick_inventory.png,images\world\204_chlorophyte_brick_world.png,images\color\204_chlorophyte_brick_color.png,2792,346
205,Smooth Sandstone,smooth sandstone,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Smooth_Sandstone,https://terraria.wiki.gg/images/Smooth_Sandstone.png?40e007,https://terraria.wiki.gg/images/Smooth_Sandstone_%28placed%29.png?c24213,https://terraria.wiki.gg/images/Smooth_Sandstone_%28placed%29.png?c24213,images\inventory\205_smooth_sandstone_inventory.png,images\world\205_smooth_sandstone_world.png,images\color\205_smooth_sandstone_color.png,4051,479
206,Red Ice Block,red ice block,Soil,problem,missing_world_image,https://terraria.wiki.gg/wiki/Red_Ice_Block,https://terraria.wiki.gg/images/Red_Ice_Block.png?2cd58f,,,images\inventory\206_red_ice_block_inventory.png,,,664,161
207,Tungsten Bar,tungsten bar,Ore,ok,,https://terraria.wiki.gg/wiki/Tungsten_Bar,https://terraria.wiki.gg/images/Tungsten_Bar.png?6d00f9,https://terraria.wiki.gg/images/Tungsten_Bar_%28placed%29.png?871729,https://terraria.wiki.gg/images/Tungsten_Bar_%28placed%29.png?871729,images\inventory\207_tungsten_bar_inventory.png,images\world\207_tungsten_bar_world.png,images\color\207_tungsten_bar_color.png,705,239
208,Luminite Brick,luminite brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Luminite_Brick,https://terraria.wiki.gg/images/Luminite_Brick.png?600e77,https://terraria.wiki.gg/images/Luminite_Brick_%28placed%29.png?3dd28e,https://terraria.wiki.gg/images/Luminite_Brick_%28placed%29.png?3dd28e,images\inventory\208_luminite_brick_inventory.png,images\world\208_luminite_brick_world.png,images\color\208_luminite_brick_color.png,3461,409
209,Fallen Star Block,fallen star block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Fallen_Star_Block,https://terraria.wiki.gg/images/Fallen_Star_Block.png?f9abd1,https://terraria.wiki.gg/images/Fallen_Star_Block_%28placed%29.png?56891d,https://terraria.wiki.gg/images/Fallen_Star_Block_%28placed%29.png?56891d,images\inventory\209_fallen_star_block_inventory.png,images\world\209_fallen_star_block_world.png,images\color\209_fallen_star_block_color.png,5622,722
210,Pink Ice Block,pink ice block,Soil,problem,missing_world_image,https://terraria.wiki.gg/wiki/Pink_Ice_Block,https://terraria.wiki.gg/images/Pink_Ice_Block.png?bfb394,,,images\inventory\210_pink_ice_block_inventory.png,,,664,161
211,Gold Bar,gold bar,Ore,ok,,https://terraria.wiki.gg/wiki/Gold_Bar,https://terraria.wiki.gg/images/Gold_Bar.png?5d68dd,https://terraria.wiki.gg/images/Gold_Bar_%28placed%29.png?ef2891,https://terraria.wiki.gg/images/Gold_Bar_%28placed%29.png?ef2891,images\inventory\211_gold_bar_inventory.png,images\world\211_gold_bar_world.png,images\color\211_gold_bar_color.png,19,239
212,Heavenforge Brick,heavenforge brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Heavenforge_Brick,https://terraria.wiki.gg/images/Heavenforge_Brick.png?8b9710,https://terraria.wiki.gg/images/Heavenforge_Brick_%28placed%29.png?965d8c,https://terraria.wiki.gg/images/Heavenforge_Brick_%28placed%29.png?965d8c,images\inventory\212_heavenforge_brick_inventory.png,images\world\212_heavenforge_brick_world.png,images\color\212_heavenforge_brick_color.png,5408,676
213,Harpy Block,harpy block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Harpy_Block,https://terraria.wiki.gg/images/Harpy_Block.png?bea461,https://terraria.wiki.gg/images/Harpy_Block_%28placed%29.png?db6967,https://terraria.wiki.gg/images/Harpy_Block_%28placed%29.png?db6967,images\inventory\213_harpy_block_inventory.png,images\world\213_harpy_block_world.png,images\color\213_harpy_block_color.png,5953,742
214,Slush Block,slush block,Soil,ok,,https://terraria.wiki.gg/wiki/Slush_Block,https://terraria.wiki.gg/images/Slush_Block.png?4f6932,https://terraria.wiki.gg/images/Slush_Block_%28placed%29.png?5466f6,https://terraria.wiki.gg/images/Slush_Block_%28placed%29.png?5466f6,images\inventory\214_slush_block_inventory.png,images\world\214_slush_block_world.png,images\color\214_slush_block_color.png,1103,224
215,Platinum Bar,platinum bar,Ore,ok,,https://terraria.wiki.gg/wiki/Platinum_Bar,https://terraria.wiki.gg/images/Platinum_Bar.png?f5e95e,https://terraria.wiki.gg/images/Platinum_Bar_%28placed%29.png?c064af,https://terraria.wiki.gg/images/Platinum_Bar_%28placed%29.png?c064af,images\inventory\215_platinum_bar_inventory.png,images\world\215_platinum_bar_world.png,images\color\215_platinum_bar_color.png,706,239
216,Lunar Rust Brick,lunar rust brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Lunar_Rust_Brick,https://terraria.wiki.gg/images/Lunar_Rust_Brick.png?49facc,https://terraria.wiki.gg/images/Lunar_Rust_Brick_%28placed%29.png?2c34a8,https://terraria.wiki.gg/images/Lunar_Rust_Brick_%28placed%29.png?2c34a8,images\inventory\216_lunar_rust_brick_inventory.png,images\world\216_lunar_rust_brick_world.png,images\color\216_lunar_rust_brick_color.png,5401,669
217,Forbidden Block,forbidden block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Forbidden_Block,https://terraria.wiki.gg/images/Forbidden_Block.png?383c1a,https://terraria.wiki.gg/images/Forbidden_Block_%28placed%29.png?c0cf97,https://terraria.wiki.gg/images/Forbidden_Block_%28placed%29.png?c0cf97,images\inventory\217_forbidden_block_inventory.png,images\world\217_forbidden_block_world.png,images\color\217_forbidden_block_color.png,6088,747
218,Demonite Bar,demonite bar,Ore,ok,,https://terraria.wiki.gg/wiki/Demonite_Bar,https://terraria.wiki.gg/images/Demonite_Bar.png?cb5fa3,https://terraria.wiki.gg/images/Demonite_Bar_%28placed%29.png?34a7de,https://terraria.wiki.gg/images/Demonite_Bar_%28placed%29.png?34a7de,images\inventory\218_demonite_bar_inventory.png,images\world\218_demonite_bar_world.png,images\color\218_demonite_bar_color.png,57,239
219,Astra Brick,astra brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Astra_Brick,https://terraria.wiki.gg/images/Astra_Brick.png?f7a181,https://terraria.wiki.gg/images/Astra_Brick_%28placed%29.png?7bf0d5,https://terraria.wiki.gg/images/Astra_Brick_%28placed%29.png?7bf0d5,images\inventory\219_astra_brick_inventory.png,images\world\219_astra_brick_world.png,images\color\219_astra_brick_color.png,5403,671
220,Aquarium Block,aquarium block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Aquarium_Block,https://terraria.wiki.gg/images/Aquarium_Block.png?af5db1,https://terraria.wiki.gg/images/Aquarium_Block_%28placed%29.png?7d8cf6,https://terraria.wiki.gg/images/Aquarium_Block_%28placed%29.png?7d8cf6,images\inventory\220_aquarium_block_inventory.png,images\world\220_aquarium_block_world.png,images\color\220_aquarium_block_color.png,6109,748
221,Crimtane Bar,crimtane bar,Ore,ok,,https://terraria.wiki.gg/wiki/Crimtane_Bar,https://terraria.wiki.gg/images/Crimtane_Bar.png?9b25a1,https://terraria.wiki.gg/images/Crimtane_Bar_%28placed%29.png?6edb3d,https://terraria.wiki.gg/images/Crimtane_Bar_%28placed%29.png?6edb3d,images\inventory\221_crimtane_bar_inventory.png,images\world\221_crimtane_bar_world.png,images\color\221_crimtane_bar_color.png,1257,239
222,Dark Celestial Brick,dark celestial brick,Bricks,ok,,https://terraria.wiki.gg/wiki/Dark_Celestial_Brick,https://terraria.wiki.gg/images/Dark_Celestial_Brick.png?47093d,https://terraria.wiki.gg/images/Dark_Celestial_Brick_%28placed%29.png?23ec18,https://terraria.wiki.gg/images/Dark_Celestial_Brick_%28placed%29.png?23ec18,images\inventory\222_dark_celestial_brick_inventory.png,images\world\222_dark_celestial_brick_world.png,images\color\222_dark_celestial_brick_color.png,5402,670
223,Boulder Block,boulder block,Other Crafted,ok,,https://terraria.wiki.gg/wiki/Boulder_Block,https://terraria.wiki.gg/images/Boulder_Block.png?42839c,https://terraria.wiki.gg/images/Boulder_Block_%28placed%29.png?88ab0a,https://terraria.wiki.gg/images/Boulder_Block_%28placed%29.png?88ab0a,images\inventory\223_boulder_block_inventory.png,images\world\223_boulder_block_world.png,images\color\223_boulder_block_color.png,6132,749
